incidentid,alertid,detectorid,alerttitle,category,incidentgrade,entitytype,filename,folderpath,resourceidname,osfamily,osversion,countrycode,state,city,year,month,day,hour,evidencerole_related
113992,1528568,33,22,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,10,False
51310,1059625,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,13,15,True
108378,303326,1,1,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,2,True
108282,1506870,11,9,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18,True
1117,2817,1,1,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,2,True
21236,17359,1,1,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12,False
16139,10879,158,128,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17,False
341,533122,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,4,19,True
115089,92779,504,2096,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,9,False
22723,189495,56,40,2,1,16,289573,117668,3586,5,66,242,1445,10630,2024,6,6,3,True
35115,26043,1,1,9,1,18,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14,True
238338,467109,284,276,8,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,2,False
52945,262588,3,4,15,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,23,False
3829,2968,29,20,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,3,True
18810,12506,34,6446,6,0,5,23631,7,3586,5,66,242,1445,10630,2024,6,6,9,False
2670,424667,56,40,2,1,15,289573,117668,3586,5,66,242,1445,10630,2024,6,7,8,True
241,291331,358,1551,6,0,5,1164,175,3586,5,66,242,1445,10630,2024,6,13,13,False
26188,7985,18,14,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,23,False
854,2101,23,16,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,5,26,14,True
247,467836,74,55,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,9,19,True
1424,1178,17,1261,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,25,22,True
97,528119,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,10,1,True
510475,1479147,33,22,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,False
29295,19487,42,27,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,7,False
21922,554803,81,7141,15,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15,False
83080,241888,10,8,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,12,True
717,1103508,138,119,5,0,14,4,6021,3586,5,66,242,1445,10630,2024,6,10,13,True
82,170781,7,6,9,2,7,289573,117668,3586,5,66,4,4,12,2024,6,5,11,True
12855,224991,6,5,9,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19,True
70,941570,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,False
15794,4728,70,2983,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,15,False
384971,832999,19,15,9,1,7,289573,117668,3586,5,66,7,105,106,2024,6,16,12,True
2110,28584,166,1732,11,0,5,47116,326,3586,5,66,242,1445,10630,2024,6,5,13,True
498,34179,185,122,4,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,4,True
262,493802,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,19,False
625,374948,4,3,9,2,7,289573,117668,3586,5,66,6,1445,10630,2024,6,4,17,True
100214,1069174,5,49,15,2,2,289573,117668,3586,5,66,242,1445,10630,2024,6,6,1,False
5236,10458,15,13,6,0,5,36462,112771,3586,5,66,242,1445,10630,2024,6,5,22,False
86881,83122,65,24224,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,20,False
848,419951,36,100,2,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21,False
3189,1105504,634,836,5,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18,False
2491,1603,17,1330,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,31,10,True
92,542140,0,0,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,9,0,True
20,62720,124,14584,6,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,5,False
9521,624033,3,4,15,2,14,2,179,3586,5,66,242,1445,10630,2024,6,13,0,True
278,175335,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,5,3,True
204066,1367079,5,115,15,2,2,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21,False
193909,732682,36,1983,15,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,14,15,False
697,3884,119,99,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,5,False
415003,1028984,4,3,9,1,7,289573,117668,3586,5,66,8,6,3,2024,6,7,7,True
124,20503,67,4998,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23,False
173816,602663,3,4,15,2,14,102,7145,3586,5,66,242,1445,10630,2024,6,3,7,True
2457,1272,17,285,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,9,True
3324,665382,11,9,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23,True
3188,283227,2,2,1,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,17,False
25064,91135,58,43,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,17,4,False
757,290548,69,6751,6,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,3,15,False
178869,232182,10,8,9,0,10,289573,117668,3586,5,66,242,1445,10630,2024,6,12,16,True
54,379024,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,5,9,True
131141,246431,2,2,1,0,8,289573,117668,3586,0,0,242,1445,10630,2024,6,13,2,False
2422,1499,16,1345,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,8,True
10760,261782,3,4,15,2,8,289573,117668,3586,5,66,242,1445,10630,2024,6,6,20,False
251760,662033,241,224,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,10,False
52712,32499,32,13884,6,2,5,3310,0,3586,5,66,242,1445,10630,2024,6,12,11,False
7,778,41,84,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,15,True
459354,1357710,5,50,15,0,2,289573,117668,3586,5,66,242,1445,10630,2024,6,3,12,False
3670,13342,28,19,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,2,False
17471,1428141,31,11281,11,0,5,7472,2048,3586,5,66,242,1445,10630,2024,6,5,4,True
115219,1017842,0,0,9,1,4,289573,117668,3586,5,66,242,1445,10630,2024,6,14,0,True
770,7331,71,277,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,27,0,True
301,379450,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14,False
239,501522,7,6,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,8,3,True
258598,612914,3,4,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,6,16,True
219128,652707,780,59772,6,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,18,False
20173,29113,28,19,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,5,True
108,1246206,0,0,9,2,7,289573,117668,3586,5,66,0,30,35,2024,6,10,20,True
28841,728435,3,4,15,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,8,False
5323,4285,23,16,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,2,15,True
400774,909666,4,3,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,3,10,False
10401,16032,37,7930,6,0,5,11842,0,3586,5,66,242,1445,10630,2024,6,14,13,False
35335,138056,1,1,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,10,12,True
319980,780886,2,2,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,10,7,True
150275,290198,24,42971,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,False
3717,27472,6,5,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,11,17,False
120817,33079,1151,14289,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,19,False
80924,63274,10,8,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15,True
539510,337195,5,34,15,2,2,289573,117668,3586,5,66,242,1445,10630,2024,6,3,22,False
475811,1442102,55,37,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,16,0,False
84,378190,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,4,False
109901,205670,2,2,1,0,8,289573,117668,3586,0,0,242,1445,10630,2024,6,10,20,False
220466,118754,6,5,9,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,13,6,True
101449,1158698,169,138,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,9,False
764,8,27,18,4,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,13,20,True
2670,59339,35,23,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,15,False
26830,195746,3,164,16,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19,False
9678,4393,103,38,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,8,8,True
158,670,21,69,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,24,3,True
4755,1708,22,10,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,19,True
39334,244188,2920,849,10,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,3,21,False
39621,256306,2,2,1,1,18,289573,117668,3586,5,66,242,1445,10630,2024,6,6,6,True
228,253068,43,28,11,0,14,5,3,3586,5,66,242,1445,10630,2024,6,6,19,True
14868,5479,52,10,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,30,23,True
14217,1424612,31,4501,11,0,5,44895,248,3586,5,66,242,1445,10630,2024,6,16,5,True
46675,80781,10,8,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,True
48151,65812,1,1,9,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15,True
560,122400,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,3,20,True
679,2186,23,16,1,2,18,289573,117668,3586,5,66,242,1445,10630,2024,6,8,14,True
6719,13048,15,13,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,16,False
77231,365721,10,8,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,18,True
28250,222415,11,9,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,19,True
45,653286,40,61896,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,11,13,False
11981,98038,6,5,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,14,19,True
22362,100485,1,1,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,14,15,False
241335,440521,328,53524,6,1,8,289573,117668,3586,5,66,242,1445,10630,2024,6,5,7,False
5305,923,218,24,2,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,1,True
324,22527,11,9,9,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16,False
152979,50787,1,1,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16,True
4231,778713,2,2,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,3,14,True
8357,192089,3,4,15,1,14,0,2,3586,5,66,242,1445,10630,2024,6,4,7,True
13928,758290,2,2,1,0,14,228,216,3586,5,66,242,1445,10630,2024,6,2,23,True
130,1326113,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,9,10,False
958,248,12,52,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,20,0,True
21,1170795,0,0,9,2,7,289573,117668,3586,5,66,3,282,464,2024,6,6,6,True
22653,6593,15,13,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,6,False
310,1720,179,24,2,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,7,False
1018,11516,40,6019,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,7,False
12523,30813,50,36,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,9,False
347,180928,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,10,4,True
262219,197861,3,4,15,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,9,0,True
35731,152596,44,33405,11,0,5,674,66645,3586,5,66,242,1445,10630,2024,6,7,13,True
1894,1119,16,1323,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,25,1,True
15969,299270,6,5,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22,True
358,331818,7,6,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,5,False
36,327182,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,19,False
122760,303274,1,1,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,16,3,True
1567,342,8,7,9,1,8,289573,117668,3586,5,66,242,1445,10630,2024,5,21,13,False
147222,483254,2093,296,2,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,3,10,False
1557,215,61,44,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,4,10,True
126573,220144,110,86,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,16,True
99946,79648,1,1,9,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,4,20,True
253,363447,6,5,9,2,10,289573,117668,3586,5,66,242,1445,10630,2024,6,4,5,True
166,847835,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,3,False
5983,199840,3,4,15,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,0,True
140575,859546,0,0,9,1,7,289573,117668,3586,5,66,17,6,3,2024,6,8,22,True
11335,297715,39,26,5,0,5,8,1210,3586,5,66,242,1445,10630,2024,6,14,7,True
1484,592294,9,182,5,1,5,82767,117668,3586,5,66,242,1445,10630,2024,6,14,7,True
319,169873,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,7,21,True
3522,2445,633,834,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,13,13,True
38433,712970,312,310,3,1,5,90,69,3586,5,66,242,1445,10630,2024,6,4,15,True
98643,55448,3,4,15,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,7,2,True
213,534085,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,8,14,True
46597,1122583,363,80737,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,11,0,False
67130,361435,13,11,9,2,11,289573,117668,3586,5,66,242,1445,10630,2024,6,6,12,True
106,145691,30,31584,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,16,False
171,490902,0,0,9,2,7,289573,117668,3586,5,66,67,215,302,2024,6,5,5,True
23502,61071,1,1,9,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,12,7,True
10994,350542,2,2,1,1,8,289573,117668,3586,0,0,242,1445,10630,2024,6,6,17,False
64488,734989,3,4,15,2,8,289573,117668,3586,5,66,242,1445,10630,2024,6,16,19,False
64817,233062,47,30,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0,False
265143,519844,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,6,8,False
5961,21350,13,11,9,0,10,289573,117668,3586,5,66,242,1445,10630,2024,6,14,17,True
166061,223099,10,8,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,12,11,True
219,103,41,84,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,27,1,True
115,326082,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,7,17,True
187,169957,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,8,11,True
27159,1473186,11,9,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,23,True
5108,924792,0,0,9,1,3,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17,True
27,908051,4,3,9,2,7,289573,117668,3586,5,66,11,1445,10630,2024,6,9,17,True
62,1027610,0,0,9,2,7,289573,117668,3586,5,66,0,3,198,2024,6,10,4,True
363,1215244,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,4,6,True
739,1175,17,1270,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,13,True
7457,92943,122,15507,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,13,False
949,306284,373,384,8,2,8,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14,False
52896,34912,1,1,9,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,9,2,True
70568,493487,7,6,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,18,False
244,490688,0,0,9,2,7,289573,117668,3586,5,66,4,21,23,2024,6,9,9,True
5819,4779,435,459,4,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,16,1,False
6822,4099,22,10,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,30,11,True
334510,780341,2,2,1,0,8,289573,117668,3586,0,0,242,1445,10630,2024,6,12,20,False
17804,5668,15,13,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,5,False
166,1275078,7,6,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19,True
403,126517,7,6,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,4,10,True
587,87592,3,4,15,0,14,0,5155,3586,5,66,242,1445,10630,2024,6,4,1,True
67,341,8,7,9,1,8,289573,117668,3586,5,66,242,1445,10630,2024,5,30,8,False
169,74938,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7,True
18352,12358,372,382,5,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3,False
41129,339382,5,21,15,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23,False
18948,19054,521,566,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,17,True
13147,82751,1618,3489,12,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,12,17,True
114641,358589,6,5,9,1,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,15,True
337293,1158955,1132,2057,1,0,14,289573,117668,3586,5,66,242,1445,10630,2024,6,4,22,True
211,174291,0,0,9,2,7,289573,117668,3586,5,66,19,17,19,2024,6,11,3,True
71,1179093,0,0,9,2,7,289573,117668,3586,5,66,13,37,120,2024,6,5,22,True
228738,444285,86,28488,6,0,5,117775,355,3586,5,66,242,1445,10630,2024,6,4,13,False
61700,233273,47,30,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22,True
187624,1113484,24,37,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,9,12,False
2395,83,12,709,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,14,True
129,179764,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,10,False
53,355616,77,8764,6,0,5,3647,1228,3586,5,66,242,1445,10630,2024,6,11,5,False
1524,333,8,7,9,1,8,289573,117668,3586,5,66,242,1445,10630,2024,5,20,21,False
0,325770,14,12,2,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,14,False
2595,7,128,515,1,1,18,289573,117668,3586,5,66,242,1445,10630,2024,5,20,17,True
72027,263430,3,4,15,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,9,7,False
216,78352,30,6508,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,3,19,False
240,201,12,70,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,3,True
537682,127473,9,59,5,2,2,289573,117668,3586,5,66,242,1445,10630,2024,6,12,16,False
5736,7845,18,14,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,13,False
922,423791,36,165,15,2,14,1,1,3586,5,66,242,1445,10630,2024,6,15,20,True
67015,15871,1,1,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11,False
123393,475973,55,17655,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,15,False
49,1376,12,1306,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,23,17,True
31,1198260,0,0,9,2,7,289573,117668,3586,5,66,6,19,36,2024,6,9,23,True
4248,960,22,10,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,24,9,True
276481,87881,3,1667,11,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17,True
9,0,27,18,4,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,12,1,False
568206,1072433,9,47,5,1,5,18208,117668,3586,5,66,242,1445,10630,2024,6,8,6,True
59485,246584,2,2,1,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,18,False
222863,1152800,1864,1624,1,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,6,3,True
3297,3246,15,13,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12,False
973,31727,6,5,9,1,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,18,True
482,190109,3,4,15,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,3,0,True
99573,80945,13,11,9,0,10,289573,117668,3586,5,66,242,1445,10630,2024,6,14,16,True
304377,742879,2,2,1,0,18,289573,117668,3586,5,66,242,1445,10630,2024,6,11,17,True
0,311708,7,6,9,2,7,289573,117668,3586,5,66,0,31,114,2024,6,12,0,True
139962,358796,10,8,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,11,23,False
93286,433183,2738,16719,6,0,5,16052,53275,3586,5,66,242,1445,10630,2024,6,4,17,False
300,176,12,41,8,2,7,289573,117668,3586,5,66,242,1445,10630,2024,5,31,15,True
14137,94512,6,5,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16,False
3338,2182,17,1682,8,0,7,289573,117668,3586,5,66,242,1445,10630,2024,5,27,10,True
116,938370,0,0,9,2,7,289573,117668,3586,5,66,24,477,1094,2024,6,9,11,True
56159,14889,30,7472,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,17,False
175,662,21,420,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,26,8,True
92432,1254942,7,6,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,14,3,False
59,1325372,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,9,5,True
211,164907,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,10,23,True
177,1193448,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,3,False
3187,3292,665,891,2,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6,False
7399,13611,208,195,6,0,5,38,29,3586,5,66,242,1445,10630,2024,6,4,8,False
147537,134738,39,26,5,0,5,3,6,3586,5,66,242,1445,10630,2024,6,4,3,True
113132,93066,147,13642,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,13,False
58814,630552,3,133,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,17,6,True
362259,926535,0,0,9,1,3,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21,True
76,963611,0,0,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,9,21,True
339,48080,6,5,9,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3,True
253831,88531,3,4,15,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,7,1,True
9576,294522,2777,20739,6,0,5,27871,9664,3586,5,66,242,1445,10630,2024,6,7,16,False
374852,1137461,316,317,2,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,5,True
12206,8097,34,4576,6,0,5,888,7,3586,5,66,242,1445,10630,2024,6,4,11,False
10327,29382,1,1,9,1,9,289573,117668,3586,5,66,242,1445,10630,2024,6,8,1,False
409,321161,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7,False
329,1851,21,1538,8,1,7,289573,117668,3586,5,66,242,1445,10630,2024,5,25,19,True
18952,22899,1,1,9,1,5,215994,117668,3586,5,66,242,1445,10630,2024,6,5,22,True
85085,61867,6,5,9,1,10,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20,True
124269,37131,47,30,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,23,False
466,12918,444,471,6,0,5,40655,685,3586,5,66,242,1445,10630,2024,6,8,7,False
65598,434756,248,238,6,0,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,7,True
493061,560859,5,998,15,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20,False
31973,75676,31,1956,11,0,5,3994,4633,3586,5,66,242,1445,10630,2024,6,6,10,True
174035,698766,2,2,1,2,14,17,23,3586,5,66,242,1445,10630,2024,6,13,7,True
104249,436348,586,1129,6,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,7,1,False
27,939817,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16,False
101629,113247,37,29259,6,1,5,162978,0,3586,5,66,242,1445,10630,2024,6,3,13,False
564,308663,7,6,9,2,7,289573,117668,3586,5,66,19,17,19,2024,6,3,20,True
263981,1176589,0,0,9,1,3,289573,117668,3586,5,66,242,1445,10630,2024,6,3,7,True
383,382613,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,10,1,False
16728,108985,3,239,12,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,3,12,True
196,102479,4,3,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,5,6,False
195,402271,0,0,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,7,7,True
709,4771,353,362,9,2,7,289573,117668,3586,5,66,242,1445,10630,2024,6,11,13,True
63567,16339,42,27,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,10,11,False
145,1322470,7,6,9,2,3,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12,True
126893,890035,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,4,9,True
222312,469015,1048,1831,9,0,8,289573,117668,3586,0,14,242,1445,10630,2024,6,14,16,False
179,913092,0,0,9,2,4,289573,117668,3586,5,66,242,1445,10630,2024,6,5,22,True
5666,3942,38,25,8,0,8,289573,117668,3586,5,66,242,1445,10630,2024,6,7,10,False
493562,507085,7,6,9,2,7,289573,117668,3586,5,66,0,46,71,2024,6,3,14,True
4088,3092,142,2136,6,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,14,13,False
561030,1590127,107,3851,3,2,5,278649,84451,3586,5,66,242,1445,10630,2024,6,12,17,True
131,371478,0,0,9,2,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,14,False
6299,5066,159,65,6,0,5,47200,91292,3586,5,66,242,1445,10630,2024,6,11,2,True
17232,1439484,782,223,9,2,6,289573,117668,3586,5,66,242,1445,10630,2024,6,11,20,True
115753,731084,3,4,15,0,14,0,2,3586,5,66,242,1445,10630,2024,6,14,2,True
53,20095,40,9395,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,10,False
98637,1493671,33,22,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16,False
162,1249679,0,0,9,2,7,289573,117668,3586,5,66,1,0,0,2024,6,10,8,True
140594,935427,0,0,9,1,19,289573,117668,3586,5,66,242,1445,10630,2024,6,4,8,False
263,631,54,33,12,0,19,289573,117668,3586,5,66,242,1445,10630,2024,6,8,17,False
291214,252391,2,2,1,2,14,1,1,3586,5,66,242,1445,10630,2024,6,3,10,True
230517,459874,6,5,9,2,9,289573,117668,3586,5,66,242,1445,10630,2024,6,13,2,False
123399,643831,24,37,6,0,11,289573,117668,3586,5,66,242,1445,10630,2024,6,11,13,False
7586,3064,1,1,9,0,9,289573,117668,3586,5,66,242,1445,10630,2024,6,9,6,False
