incidentid,alertid,detectorid,alerttitle,category,incidentgrade,entitytype,evidencerole,filename,folderpath,resourceidname,osfamily,osversion,countrycode,state,city,year,month,day,hour
201579,1372581,81,12372,suspiciousactivity,falsepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
145697,303534,28,19,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,12
6285,214933,173,2326,exfiltration,falsepositive,file,impacted,193,165,3586,5,66,242,1445,10630,2024,6,7,17
37315,86944,114,92,credentialaccess,falsepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,7,1
84048,715587,3,4,suspiciousactivity,truepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,19
77045,960019,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,16
315294,697954,2,2,commandandcontrol,benignpositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,11,17
94374,230103,24,311,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,15
8901,350402,62,46,execution,benignpositive,process,related,16,14,3586,5,66,242,1445,10630,2024,6,6,16
3284,2152,191,103,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,21,4
310032,132784,20,2220,exfiltration,falsepositive,mailbox,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,2
163,934997,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,13
268347,620990,3,148,suspiciousactivity,benignpositive,process,related,12,811,3586,5,66,242,1445,10630,2024,6,11,17
120940,100858,1,1,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,22
103,1123742,30,84397,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15
100320,37449,6,5,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,20
47386,1164450,27,18,discovery,truepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,5
218419,1118089,248,238,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,23
1025,1045,1,1,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19
177,499481,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,19
319329,779873,2,2,commandandcontrol,benignpositive,process,related,0,4,3586,5,66,242,1445,10630,2024,6,6,7
58017,52097,24,509,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,9
757,35915,69,14714,exfiltration,benignpositive,file,impacted,38599,713,3586,5,66,242,1445,10630,2024,6,4,2
13286,61441,13,11,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,4
59026,36074,32,140,exfiltration,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,18
7512,197332,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,21
111380,226893,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,18
31999,1539334,321,321,discovery,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
301063,246549,2,2,commandandcontrol,benignpositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,7,2
218,170296,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,4,4,12,2024,6,6,0
14434,730030,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,6
100600,81230,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,10
125604,21922,20,626,exfiltration,falsepositive,file,impacted,22390,3354,3586,5,66,242,1445,10630,2024,6,11,19
261014,579922,5,2130,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,1
753,127483,9,59,execution,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21
132017,343503,5,21,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,1
25002,27754,150,124,credentialaccess,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,17
509347,500517,7,6,initialaccess,benignpositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,17
126534,36721,1,1,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,16
15584,1662540,196,172,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,3
2874,572,54,33,persistence,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,19
329,680132,73,54,initialaccess,falsepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,20
43254,369033,657,805,credentialaccess,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,15
136,1224742,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,20
781,208513,46,1643,exfiltration,benignpositive,file,impacted,980,805,3586,5,66,242,1445,10630,2024,6,3,19
90463,1372633,5,620,suspiciousactivity,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,1
53,154001,77,10190,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,9
31586,1078384,5,62,suspiciousactivity,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3
133103,461868,6,5,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22
2676,467,8,7,initialaccess,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,26,1
127,231732,165,6384,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,10
1102,203419,36,118,suspiciousactivity,falsepositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,13,13
1377,424434,56,40,credentialaccess,falsepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,4,3
42709,398542,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,8,13
114829,432071,231,521,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,15
241261,908637,0,0,initialaccess,benignpositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
39,381073,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,1
317,54688,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,6,23,26,2024,6,4,4
72065,145859,45,975,exfiltration,benignpositive,file,impacted,37322,10633,3586,5,66,242,1445,10630,2024,6,6,0
219101,886046,19,15,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,14
16456,29044,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,3
236,21924,20,619,exfiltration,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,22
7658,264821,3,4,suspiciousactivity,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,0
326,21882,58,43,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3
32610,20577,156,3390,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,19
6284,889603,4,3,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,34,87,2024,6,13,23
239,382790,4,3,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,16
55855,144522,55,31493,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,15
31,907283,19,15,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,19
267,175517,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,8,10
181602,1564568,489,533,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,3
6974,730129,3,4,suspiciousactivity,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,3
104,14282,30,7156,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
381132,1591518,160,1817,malware,truepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,13,10
62,1064455,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1,5,2024,6,10,2
60142,78980,178,4131,exfiltration,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,12
2052,1187,16,423,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,20,15
59,1273104,7,6,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,12
152714,355121,60,39692,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21
24,921885,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
77104,297268,39,26,execution,benignpositive,process,related,3,6,3586,5,66,242,1445,10630,2024,6,12,7
36485,144922,357,8567,exfiltration,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,5
437,1536530,139,120,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,10
2345,80,12,494,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,22,7
43027,224484,13,11,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,13
356,1111887,108,73119,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0
574087,1080728,9,47,execution,falsepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,21
9723,22618,11,9,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
0,75270,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19
53349,146615,1535,31146,exfiltration,benignpositive,file,impacted,127946,0,3586,5,66,242,1445,10630,2024,6,14,18
220570,1007672,19,15,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,23,60,61,2024,6,16,1
216,17720,30,4663,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,11
58760,904218,4,3,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,14
97232,359575,13,11,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,5
7321,4852,298,83,lateralmovement,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,30,22
30,309269,7,6,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,10
7309,443132,86,50797,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,16
5512,5083,18,14,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,19
53981,623697,3,4,suspiciousactivity,truepositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,12,22
103203,649069,75,58589,exfiltration,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
129047,459648,6,5,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,10
42651,148747,1,1,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,23
3500,856,21,85,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,17
107607,84788,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,2
9227,3617,11,9,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,21
506728,1535086,25,17,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,17
137933,722595,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,22
1070,3271,22,10,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,22
9554,6298,64,42,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,15
138,963090,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,9
230,43077,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,4,23
2334,1389,16,500,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,24,7
292004,257785,2,2,commandandcontrol,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17
10140,122919,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,3,6
12452,8470,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,14
59,857204,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,0
521911,641176,154,126,initialaccess,benignpositive,azureresource,impacted,289573,117668,9,5,66,242,1445,10630,2024,6,9,0
58,315526,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,4,21,23,2024,6,9,2
97,409176,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,23
46275,88620,3,4,suspiciousactivity,benignpositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,7,7
1070,986,22,10,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,1
460,377152,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1,5,2024,6,11,23
34,7587,97,2058,exfiltration,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,9
790,3140,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19
228,426889,62,46,execution,benignpositive,process,related,940,10,3586,5,66,242,1445,10630,2024,6,6,23
2117,204458,3,4,suspiciousactivity,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,20
131174,254060,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,11
263,631,54,33,persistence,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,17
29228,31871,6,5,initialaccess,truepositive,file,related,10021,117668,3586,5,66,242,1445,10630,2024,6,11,23
49531,87743,3,4,suspiciousactivity,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,13
17302,11950,18,14,exfiltration,benignpositive,file,impacted,17701,36046,3586,5,66,242,1445,10630,2024,6,7,20
1633,235,41,84,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,13
519594,1467504,33,22,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21
9734,4027,57,29,commandandcontrol,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,8
14,7766,47,30,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,21
2833,1855,16,1540,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,30,16
129994,30780,397,4285,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,5
4580,1064,21,1189,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,23
16151,262044,3,4,suspiciousactivity,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,7
3775,1022,1,1,initialaccess,falsepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7
287820,249257,2,2,commandandcontrol,benignpositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,7,1
1509,1101,1,1,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20
103,145620,30,18207,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14
399670,936318,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,2,2,14,2024,6,3,9
199,383134,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,8
38839,20206,13,11,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,21
313556,711855,2,2,commandandcontrol,benignpositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,3,21
330338,705304,2,2,commandandcontrol,benignpositive,process,related,0,4,3586,5,66,242,1445,10630,2024,6,6,14
417,384675,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,19
2964,60907,6,5,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,13
2511,1471,17,285,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,5
9999,98871,107,4502,defenseevasion,benignpositive,process,related,8140,408,3586,5,66,242,1445,10630,2024,6,6,20
674,1397646,5,404,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,3
27927,116985,6,5,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,8
36033,233836,10,8,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,18
439047,338833,5,31,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,13
503,959,44,71,suspiciousactivity,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18
31640,187201,81,3238,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
8880,1544557,457,479,suspiciousactivity,benignpositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7
89739,295002,1194,18704,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,15
7016,4999,57,29,commandandcontrol,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,9
3654,462027,6,5,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,9
11586,654808,3785,17869,exploit,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,4
5565,2109,23,16,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,30,18
259,104787,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,11,5
568948,1073339,9,32,execution,falsepositive,file,related,18266,117668,3586,5,66,242,1445,10630,2024,6,9,1
134,397866,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,19
6907,4631,531,579,discovery,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,6
296,1053,21,478,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,1,17
312813,803635,1829,4244,commandandcontrol,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,20
36903,609189,3,4,suspiciousactivity,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
49541,215216,80,37599,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,10
279397,604493,3,4,suspiciousactivity,benignpositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,3,23
617,74484,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,5
455531,1203025,7,6,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17
422,388348,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,1,0,0,2024,6,5,4
148729,1023010,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,28,486,2024,6,4,12
96,896415,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,4
77198,29478,106,79,impact,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,23,21
2931,2040,23,16,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,23
760,142923,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,13
107,396814,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,6
131707,339345,5,21,suspiciousactivity,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,18
24416,268928,2,2,commandandcontrol,benignpositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,5,11
30,168999,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,15
38861,87914,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,1
11502,2456,1,1,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6
292,503568,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,5
506661,658724,35,23,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11
161,195,61,44,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15
29370,467515,624,653,impact,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,29,21
8537,4895,57,29,commandandcontrol,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,15
338,321871,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,17
56,1057052,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,8
13781,4253,80,214,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,7
9363,3316,11,9,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,16
336003,797346,123,67888,exfiltration,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,13
265,1170749,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,1,23
43874,1647714,345,122,discovery,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,8
1556,1148049,35,23,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,11
83249,60753,6,5,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,0
105615,1046865,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,2
214834,434056,1675,29152,exfiltration,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,11
81,379174,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,4
1870,1110,27,18,discovery,benignpositive,machine,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,18
459719,1359688,5,50,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18
116496,64395,652,3356,exfiltration,benignpositive,file,impacted,130296,0,3586,5,66,242,1445,10630,2024,6,3,18
458,6826,64,42,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,12
204158,1109361,55,37,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,17
259,108550,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,5,1445,10630,2024,6,11,1
1296,137377,1,1,initialaccess,falsepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,4
1397,427513,56,40,credentialaccess,falsepositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,7,7
135470,279640,2,2,commandandcontrol,benignpositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,15,16
13150,63729,168,136,execution,benignpositive,file,related,107673,3,3586,5,66,242,1445,10630,2024,6,10,3
1900,1421,59,10,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,0
25147,26112,1,1,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,7
14413,9766,34,5267,exfiltration,benignpositive,file,impacted,2377,7,3586,5,66,242,1445,10630,2024,6,3,21
18562,65483,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,12
386795,1009558,0,0,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,21
153898,49099,305,9424,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,11
1477,3694,57,29,commandandcontrol,falsepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,16,10
25390,4705,1,1,initialaccess,falsepositive,file,related,56,117668,3586,5,66,242,1445,10630,2024,6,12,11
9264,6632,38,25,impact,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,13
478874,1371927,5,39,suspiciousactivity,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,19
130,945909,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
27,905754,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,5
5916,23919,6,5,initialaccess,falsepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,19
423,28448,6,5,initialaccess,benignpositive,file,related,26,117668,3586,5,66,242,1445,10630,2024,6,14,21
10079,3227,18,14,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,12
330,182196,19,15,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,11
582378,1663058,196,172,suspiciousactivity,truepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,11
46368,239917,10,8,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22
240,122,12,722,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,2
1262,885,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19
169,320654,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,44,60,2024,6,4,9
63151,565702,5,620,suspiciousactivity,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,5
6166,2278,22,10,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,15
2363,1556,17,1403,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,22,5
